created_date,agency,complaint_type,descriptor,resolution_description
2025-02-28T22:12:09.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-02-28T23:35:20.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-03-28T23:19:22.000,NYPD,Blocked Driveway,Partial Access,The Police Department issued a summons in response to the complaint.
2025-01-28T23:09:09.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.
2025-01-28T23:27:00.000,NYPD,Illegal Parking,Posted Parking Sign Violation,The Police Department responded to the complaint and determined that police action was not necessary.
2025-04-28T21:39:59.000,TLC,Lost Property,Electronics/Phones,See notes for information.
2025-06-28T23:13:26.000,NYPD,Illegal Fireworks,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-08-28T23:36:19.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-05-28T21:13:56.000,NYPD,Non-Emergency Police Matter,Other (complaint details),The Police Department responded to the complaint and took action to fix the condition.
2025-09-28T23:48:31.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-04-28T23:26:06.000,NYPD,Blocked Driveway,No Access,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-02-28T22:10:00.000,DOT,Traffic Signal Condition,Underground,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below."
2025-07-28T23:22:11.000,NYPD,Illegal Parking,Commercial Overnight Parking,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-09-28T23:25:10.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-02-28T22:28:17.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-02-28T22:00:14.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-01-28T21:44:12.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a"
2025-12-28T23:16:56.000,DSNY,Snow or Ice,Sidewalk,The Department of Sanitation investigated this complaint and found no violation at the location.
2025-08-28T22:19:22.000,DOHMH,Smoking or Vaping,Allowed in Smoke Free Area,"The NYC Health Department has responded to your service request. For inspection results, please call (212) 676-1600 or email infobfscs@health.nyc.gov to request an inspection report. This service request has been closed."
2025-01-28T21:35:10.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-04-28T22:38:12.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded to the complaint and took action to fix the condition.
2025-12-28T22:14:41.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-08-28T23:04:13.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint but officers were unable to gain entry into the premises.
2025-02-28T22:30:54.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.
2025-11-28T23:58:25.000,NYPD,Illegal Parking,Blocked Sidewalk,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-03-28T23:49:35.000,NYPD,Noise - Vehicle,Car/Truck Horn,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
