created_date,agency,complaint_type,descriptor,resolution_description,resolution_date,sentiment_label,urgency_score
2025-11-28T22:22:04.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T22:22:04.000,Frustrated,2
2025-01-28T22:43:54.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2025-01-28T22:43:54.000,Frustrated,4
2025-08-28T22:48:48.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-08-28T22:48:48.000,Frustrated,2
2025-10-28T22:52:09.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-10-28T22:52:09.000,Frustrated,2
2025-10-28T22:59:02.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2025-10-28T22:59:02.000,Neutral,2
2025-11-28T21:56:56.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2025-11-28T21:56:56.000,Neutral,2
2025-01-28T21:55:02.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2025-01-28T21:55:02.000,Critical Panic,8
2025-06-28T23:57:18.000,NYPD,Illegal Parking,Commercial Overnight Parking,The Police Department responded to the complaint and determined that police action was not necessary.,2025-06-28T23:57:18.000,Neutral,1
2025-01-28T23:02:00.000,DEP,Water System,Hydrant Defective (WC2),The Department of Environmental Protection investigated this complaint and installed caps and chains.,2025-01-28T23:02:00.000,Neutral,2
2025-06-28T23:48:46.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-06-28T23:48:46.000,Frustrated,3
2025-04-28T22:27:30.000,HPD,PLUMBING,WATER SUPPLY,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2025-04-28T22:27:30.000,Neutral,1
2025-04-28T21:57:30.000,NYPD,Illegal Parking,Blocked Sidewalk,The Police Department responded to the complaint and determined that police action was not necessary.,2025-04-28T21:57:30.000,Neutral,2
2025-04-28T22:15:52.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and determined that police action was not necessary.,2025-04-28T22:15:52.000,Neutral,1
2025-03-28T23:51:14.000,DSNY,Illegal Dumping,Removal Request,The Department of Sanitation cleaned the location.,2025-03-28T23:51:14.000,Neutral,2
2025-01-28T22:42:06.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-01-28T22:42:06.000,Frustrated,2
2025-04-28T21:56:13.000,NYPD,Illegal Parking,Posted Parking Sign Violation,The Police Department issued a summons in response to the complaint.,2025-04-28T21:56:13.000,Neutral,2
2025-02-28T23:03:11.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and determined that police action was not necessary.,2025-02-28T23:03:11.000,Frustrated,2
2025-09-28T22:36:42.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-09-28T22:36:42.000,Frustrated,2
2025-05-28T22:32:25.000,NYPD,Blocked Driveway,No Access,The Police Department issued a summons in response to the complaint.,2025-05-28T22:32:25.000,Frustrated,2
2025-07-28T21:46:07.000,NYPD,Illegal Parking,Blocked Sidewalk,The Police Department responded to the complaint and took action to fix the condition.,2025-07-28T21:46:07.000,Neutral,2
2025-11-28T21:47:08.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T21:47:08.000,Frustrated,2
2025-01-28T23:15:24.000,NYPD,Illegal Parking,Commercial Overnight Parking,The Police Department responded to the complaint and determined that police action was not necessary.,2025-01-28T23:15:24.000,Neutral,1
2025-01-28T21:23:00.000,DEP,Water Quality,unknown odor/taste in drinking water (QA6),The Department of Environmental Protection requires contact with the complainant to investigate this complaint. There was no answer at the phone number provided.,2025-01-28T21:23:00.000,Frustrated,6
2025-01-28T21:59:36.000,NYPD,Noise - Vehicle,Engine Idling,The Police Department responded to the complaint and took action to fix the condition.,2025-01-28T21:59:36.000,Neutral,2
2025-11-28T22:47:45.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T22:47:45.000,Neutral,2
2025-03-28T21:57:07.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-03-28T21:57:07.000,Neutral,1
2025-04-28T23:01:36.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.,2025-04-28T23:01:36.000,Neutral,2
2025-05-28T20:52:44.000,NYPD,Blocked Driveway,No Access,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-28T20:52:44.000,Neutral,2
2025-04-28T22:14:59.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-04-28T22:14:59.000,Frustrated,2
2025-10-28T22:33:07.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2025-10-28T22:33:07.000,Frustrated,4
